Speaker	Utterance	Emotion	Sentiment
Phoebe	Oh, great!	joy	positive
Phoebe	We couldn’t keep our eyes off each other all night and then every once and a while y’know, he’d kinda lean over and stroke my hair and touch my neck.	joy	positive
Monica	Okay, stop it Phoebe, you’re getting me all tingly.	joy	positive
Phoebe	All I could think of was y’know, "Is he gonna kiss me? Is he gonna kiss me?"	joy	positive
Monica	And did he?	neutral	neutral
Phoebe	I’m a lady Monica, I don’t kiss and tell. But this hickey speaks for itself.	joy	positive
Monica	Okay-okay, I got it. I got it.	neutral	neutral
Phoebe	I just like him so much that I just feel like I’ve had 10 drinks today and I’ve only had six.	joy	positive
Monica	Oh, I haven’t had that feeling since I first started going out with Chandler.	joy	positive
Monica	Wow, I’m never gonna have that feeling again, am I?	sadness	negative
Phoebe	You sound like a guy.	disgust	negative
Monica	No, a guy would be saying, "I’m never gonna get to sleep with anyone else."	disgust	negative
Monica	Oh my God!	surprise	negative
Monica	I’m never gonna get to sleep with anyone else!	sadness	negative
Monica	I’ve been so busy planning the wedding that I forgot about all the things that I’d be giving up!	surprise	negative
Monica	I mean, I…I’m never gonna have a first kiss again.	sadness	negative
Phoebe	You’ll have a last kiss.	neutral	neutral

Ross	Thank you so much for coming back over.	joy	positive
Mona	Oh good, you’re here. Yeah, and I was worried that it was going to be uncomfortable.	sadness	negative

Mona	Oh good, you’re here. Yeah, and I was worried that it was going to be uncomfortable.	sadness	negative
Rachel	I know Mona, just hear me out.	neutral	neutral
Rachel	First of all, I’m so sorry about my father yelling at you, but I heard you totally held your own.	neutral	neutral
Rachel	You’re gonna have to tell me how you did that.	neutral	neutral

Rachel	I know Mona, just hear me out.	neutral	neutral
Rachel	First of all, I’m so sorry about my father yelling at you, but I heard you totally held your own.	neutral	neutral
Rachel	You’re gonna have to tell me how you did that.	neutral	neutral
Ross	Focus.	neutral	neutral
Rachel	Okay. Um…But—Okay, yes Ross and I used to date. And yes we are gonna have a baby. But we are	neutral	neutral

Joey	All right where’s that turkey!	neutral	neutral
Phoebe	Joey! Those are my maternity pants!	surprise	negative
Joey	Not now! These are my Thanksgiving pants!	joy	positive

Phoebe	No.	neutral	neutral
Phoebe	No!	anger	negative
Phoebe	Oh, would you look at that Monica?	joy	positive
Phoebe	I just knocked off all of your top scores, how sad.	joy	positive
Monica	Okay, I’m next.  Don’t! Don’t start another game! I said I’m next! Phoebe!	anger	negative
Phoebe	Oh, I’m sorry. I didn’t hear you over all the winning.	joy	positive
Monica	Chandler! Phoebe’s hogging the game!	anger	negative

Rachel	Remember I had to leave the room the other day when you had that roast chicken?	neutral	neutral
Joey	Yeah. But I thought that was because I put the whole thing on my hand and made it walk across the table.	neutral	neutral
Joey	But you gotta have turkey on Thanksgiving!	joy	positive
Joey	I mean, Thanksgiving with no turkey is like-like Fourth of July with no apple pie!	sadness	negative
Joey	Or Friday with no two pizzas!	sadness	negative
Joey	That’s right!	joy	positive
Joey	‘Cause I’m a Tribbiani!	joy	positive
Joey	And this is what we do!	neutral	neutral
Joey	We can eat!	joy	positive

Joey	Yeah. But I thought that was because I put the whole thing on my hand and made it walk across the table.	neutral	neutral
Monica	Anyway, it just doesn’t seem worth it to make a whole turkey for just three people. Okay? It’s a lot of work.	neutral	neutral
Joey	But you gotta have turkey on Thanksgiving!	joy	positive
Joey	I mean, Thanksgiving with no turkey is like-like Fourth of July with no apple pie!	sadness	negative
Joey	Or Friday with no two pizzas!	sadness	negative
Monica	All right fine! If it means that much to you! But just—there’s gonna be a ton left over.	sadness	negative
Joey	No there won’t! I promise I will finish that turkey!	joy	positive
Monica	All right, you’re telling me you can eat an entire turkey in just one sitting?	neutral	neutral
Joey	That’s right!	joy	positive
Joey	‘Cause I’m a Tribbiani!	joy	positive
Joey	And this is what we do!	neutral	neutral
Joey	We can eat!	joy	positive

Phoebe	Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube.	surprise	positive
Chandler	Look at this!	joy	positive
Phoebe	Oh! You have a window!	surprise	positive
Chandler	Yes indeedy!  With a beautiful view of...	joy	positive
Phoebe	Oh look! That guy's peeing!	surprise	positive

Phoebe	Oh look! That guy's peeing!	surprise	positive
Monica	Hi.	neutral	neutral

Monica	Hi.	neutral	neutral
Rachel	Hi.	neutral	neutral

Rachel	Y'know what? I cannot do this with my left hand! Would you please, help me with this too?	anger	negative
Rachel	Okay. Let’s use this brush.	neutral	neutral
Ross	Okay. This stuff?	neutral	neutral
Rachel	Yeah.	neutral	neutral
Ross	All right.	neutral	neutral
Rachel	Careful. Light. Okay, do you know how, just sweep it across the lid. Okay? Just sweep it.	neutral	neutral

Rachel	Y'know what? I cannot do this with my left hand! Would you please, help me with this too?	anger	negative
Rachel	Okay. Let’s use this brush.	neutral	neutral
Rachel	Careful. Light. Okay, do you know how, just sweep it across the lid. Okay? Just sweep it.	neutral	neutral
Joey	Okay-Dokey	sadness	negative

Ross	Where exactly is your zoo?	neutral	neutral
Dr. Baldhara	Well, it's technically not a zoo per se, it's more of an interactive wildlife experience.	neutral	neutral
Dr. Baldhara	Let me ask you some questions about, is it, uh, Marcel?	neutral	neutral
Ross	Yes.	neutral	neutral
Dr. Baldhara	Does he, uh, fight with other animals?	neutral	neutral
Ross	No-no, he's, he's very docile.	neutral	neutral
Dr. Baldhara	Even if he were... cornered?	neutral	neutral
Ross	Well I, I don't know. Why?	neutral	neutral
Dr. Baldhara	Uh, how is he at handling small objects?	neutral	neutral
Ross	He can hold a banana, if that's whatcha mean...	neutral	neutral
Dr. Baldhara	How about a hammer, or a small blade?	neutral	neutral
Dr. Baldhara	Otherwise it's just cruel.	neutral	neutral
Ross	He's in! Oh, did you hear that, Marcel? San Diego. San Diego!	joy	positive
Dr. Baldhara	You're making a big mistake here.	disgust	negative
Dr. Baldhara	I mean, San Diego's all well and good, but if you give him to me, I'll start him off against a blind rabbit and give you twenty percent of the gains.	neutral	neutral

Dr. Baldhara	Well, it's technically not a zoo per se, it's more of an interactive wildlife experience.	neutral	neutral
Dr. Baldhara	Let me ask you some questions about, is it, uh, Marcel?	neutral	neutral
Dr. Baldhara	How about a hammer, or a small blade?	neutral	neutral
Dr. Baldhara	Otherwise it's just cruel.	neutral	neutral
Joey	He- he- he got in, he- he got in to San Diego.	joy	positive
Joey	We, we come back from our walk and the- the phone was ringing...	neutral	neutral
Dr. Baldhara	You're making a big mistake here.	disgust	negative
Dr. Baldhara	I mean, San Diego's all well and good, but if you give him to me, I'll start him off against a blind rabbit and give you twenty percent of the gains.	neutral	neutral

Joey	He- he- he got in, he- he got in to San Diego.	joy	positive
Joey	We, we come back from our walk and the- the phone was ringing...	neutral	neutral
Chandler	...He's in.	neutral	neutral

Chandler	...He's in.	neutral	neutral
Ross	He's in! Oh, did you hear that, Marcel? San Diego. San Diego!	joy	positive

Chandler	My specimen is in the    room and I just want to thank whoever knocked on the door while I was in there.	neutral	neutral
Chandler	Really helped speed the process along!	joy	positive
Chandler	Janice!	surprise	positive
Chandler	You're not... gone?	surprise	positive
Janice	Sid is still in his room.	neutral	neutral
Janice	I don't allow porn at home so    this is like a vacation for him.	joy	positive
Janice	So did you do it?	surprise	positive
Janice	Did you make your deposit?	neutral	neutral
Chandler	Yeah! yeah... The hard part is over!	joy	positive
Janice	That's not the hard part honey! The hard part is what comes    next, I mean aren't you worried about the results?	fear	negative
Chandler	I haven't... I haven't even thought about the results yet...    I just assumed that everything was gonna be ok.	joy	positive
Janice	Oh! Well, you know what? It probably is.	neutral	neutral

Monica	Phoebe, where's your purse?	fear	negative
Monica	No, no! Give it to me!	anger	negative
Phoebe	You can't have it.	anger	negative
Monica	Give it to me!	anger	negative
Phoebe	No	anger	negative
Monica	I'll go in there.	anger	negative
Phoebe	Oh yeah.	anger	negative
Monica	Phoebe come here	neutral	neutral
Monica	Haha!	joy	positive
Phoebe	Damn you Monica Geller hyphen Bing!	anger	negative

Monica	What we did was wrong. Oh god, I just had sex with somebody that wasn't alive during the Bicentennial.	disgust	negative
Young Ethan	I just had sex.	neutral	neutral
Monica	Ethan, focus. How could you not tell me?	surprise	negative
Young Ethan	Well, you never told me how old you were.	neutral	neutral
Monica	Well, that's different. My lie didn't make one of us a felon in 48 states. What were you thinking?	disgust	negative
Young Ethan	I wasn't thinking. I was too busy fallin'...	joy	positive
Monica	Don't say it.	fear	negative
Young Ethan	...in love with you.	joy	positive
Monica	Really?	surprise	positive
Young Ethan	Sorry.	sadness	negative
Monica	Well,fall out of it.	anger	negative
Monica	You know, you shouldn't even be here, it's a school night.	anger	negative
Monica	Oh god, oh god.	joy	positive
Monica	I'm like those women that you see with shiny guys named Chad.	disgust	negative
Monica	I'm Joan Collins.	disgust	negative
Young Ethan	Who?	neutral	neutral

Rachel	That’s right, still no baby!  Come on people! Please make some room!	sadness	negative
Ross	Uh sweetie, maybe you’d be more comfortable here?	neutral	neutral
Rachel	You. Like you haven’t done enough.	anger	negative
Ross	Look, I-I know how miserable you are, I wish there was something I can do.	neutral	neutral
Ross	I mean I wish I were a seahorse.	neutral	neutral
Ross	Because with seahorses it’s the male, they carry the babies.	neutral	neutral
Ross	And then also umm, I’d be far away in the sea.	anger	negative
Rachel	God.  I have never been so uncomfortable in my entire life!	joy	positive
Rachel	Oh Phoebe, that’s a great story.	neutral	neutral
Rachel	Can you tell it to me when you’re getting me some iced tea?	sadness	negative
Rachel	Oh God, get out!	anger	negative
Rachel	Get out!!	anger	negative
Rachel	Get out!!	anger	negative
Rachel	Get out!	anger	negative

Rachel	God.  I have never been so uncomfortable in my entire life!	joy	positive
Phoebe	Oh I know, I’ve been there. I remember toward the end	neutral	neutral
Rachel	Oh Phoebe, that’s a great story.	neutral	neutral
Rachel	Can you tell it to me when you’re getting me some iced tea?	sadness	negative
Rachel	Oh God, get out!	anger	negative
Rachel	Get out!!	anger	negative
Rachel	Get out!!	anger	negative
Rachel	Get out!	anger	negative

Rachel	Oh Phoebe, that’s a great story.	neutral	neutral
Rachel	Can you tell it to me when you’re getting me some iced tea?	sadness	negative
Rachel	Oh God, get out!	anger	negative
Rachel	Get out!!	anger	negative
Rachel	Get out!!	anger	negative
Rachel	Get out!	anger	negative
Chandler	Let’s.	neutral	neutral

Joey	All right, I know! I know. Yeah, it’ll be okay.	joy	positive
Rachel	Oh my God….What’s he gonna do now?	fear	negative
Rachel	I can’t watch!	fear	negative
Rachel	Oh.	neutral	neutral
Rachel	Seriously, how can you watch this?	sadness	negative
Rachel	Aren’t you scared?	fear	negative
Joey	Terrified.	fear	negative

Chandler	Oh-hey-hey-hey! There you are!	joy	positive
Monica	Umm, listen there's something I think you should know.	neutral	neutral
Chandler	Oh, is this about you-you dating the nurse?	surprise	positive
Chandler	Yeah, Joey already told me, and I am so-so fine.	neutral	neutral
Chandler	I mean, you and I we're just, y'know, we're nothing, we're goofin' around.	neutral	neutral
Monica	Umm, actually I was about to tell you that I was, I was going to get out of it, but hey, if we're just goofing around then uh, maybe I	neutral	neutral
Chandler	Fine! Maybe I will too!	joy	positive

Dr. Leedbetter	Well, it was quite large. I-I-I-I-I had to throw most of it away.	fear	negative
Ross	You-you-you-you  threw my sandwich away!	fear	negative
Ross	MY SANDWICH?!!!	anger	negative
Ross	MY SANDWICH!!!!!!	anger	negative

Joey	What’s the matter, Pheebs?	neutral	neutral
Phoebe	She cancelled! My namesake cancelled on me!	anger	negative
Joey	What?!	surprise	negative
Phoebe	Yeah, she clamed she had to go out of town suddenly.	sadness	negative
Phoebe	She’s avoiding me, she doesn’t want to tell me where my Father is.	sadness	negative
Phoebe	She knows, and she won’t tell me.	sadness	negative

Phoebe	Yeah, she clamed she had to go out of town suddenly.	sadness	negative
Phoebe	She’s avoiding me, she doesn’t want to tell me where my Father is.	sadness	negative
Phoebe	She knows, and she won’t tell me.	sadness	negative
Rachel	Aww Pheebs, that sucks!	sadness	negative
Phoebe	Yeah, well, don’t “Aww Pheebs, that sucks!” me yet.	sadness	negative
